TCGA-IC-A6RE-11A-12R-A336-31	TCGA-IC-A6RF-11A-21R-A336-31	TCGA-IG-A3I8-11A-11R-A24K-31	TCGA-L5-A43C-11A-11R-A24K-31	TCGA-L5-A4OF-11A-12R-A260-31	TCGA-L5-A4OG-11A-12R-A260-31	TCGA-L5-A4OJ-11A-12R-A260-31	TCGA-L5-A4OM-11A-11R-A260-31	TCGA-L5-A4OO-11A-12R-A260-31	TCGA-L5-A4OQ-11A-12R-A260-31	TCGA-L5-A4OR-11A-11R-A260-31	TCGA-V5-A7RE-11A-11R-A354-31	TCGA-V5-AASX-11A-11R-A38D-31
MRPS35|60488	13.0529	23.226	14.0102	13.9893	32.5175	17.2688	16.3279	36.9402	12.9299	11.7615	20.6782	58.8325	53.107
MRPS36|92259	8.1069	10.6732	9.6836	10.4233	17.4794	13.1866	11.7865	12.2263	8.864	8.4863	16.5711	13.7013	6.4414
MRPS5|64969	8.3657	12.0499	5.7111	8.7815	17.817	11.6002	11.8632	13.0085	5.9409	6.214	12.5817	18.7882	15.1485
MRPS6|64968	13.0209	27.7493	18.1039	13.4383	21.7015	11.4128	15.0621	8.7828	17.8339	10.7128	15.7426	10.5661	17.3394
MRPS7|51081	19.1007	29.2891	16.3869	18.0156	28.3832	22.9243	21.0535	17.5993	16.1707	15.0172	21.7195	28.8491	13.9425
MRPS9|64965	7.6722	14.5381	10.4735	13.0809	16.5831	13.4321	13.5482	9.1171	11.2762	9.0333	15.9063	20.8074	18.304
MRRF|92399	7.9793	14.0456	3.1578	4.0824	9.2309	6.5538	5.379	9.0101	4.5942	5.041	4.7931	12.5882	15.0532
MRS2P2|729633	0.0408	0.1504	0.1311	0.4164	0.4937	0.5455	0.437	0.33	0.5388	0.2673	0.3352	1.171	0.3268
MRS2|57380	4.1444	7.4449	8.9279	7.909	12.2431	9.0657	10.2693	8.6157	7.5205	5.9382	9.9852	9.257	9.3275
MRTO4|51154	7.4414	22.7644	5.6506	7.2623	12.3851	7.1613	7.7097	9.1145	7.1081	6.9504	7.0881	17.8185	17.6813
MRVI1|10335	4.9352	12.2618	82.7672	1.9385	4.6603	8.6793	4.5874	10.8112	56.3302	96.633	2.9166	1.7567	1.5326
MS4A10|341116	0	0	0	0	0	0	0.0178	0.0055	0	0	0.0124	0.4557	0
MS4A12|54860	0	0	0	0	0	0.0113	0	0.0072	0	0	0	0.1639	0
MS4A13|503497	0	0	0	0	0	0.0026	0	0	0	0	0	0.1028	0
MS4A14|84689	0.1231	0.1005	0.2246	0.1443	0.1745	1.1593	0.1365	0.3298	0.22	1.5878	0.2467	0.5214	0.0268
MS4A15|219995	0	0.0054	0	0	0	0.026	0.0224	0.0166	2e-04	0	0.011	0.0914	0.0307
MS4A1|931	6.7771	0.4403	0.0226	0.0779	0.011	1.5183	0.7443	4.2292	0.3463	0.0057	1.3011	0.5042	0
MS4A2|2206	0.177	0.0968	0.7556	1.586	1.0792	2.2904	0.8325	2.0174	1.0826	1.2203	0.4445	0.9823	0.1612
MS4A3|932	0.012	0.0148	0.0063	0	0	0.0119	0.0124	0.0229	0	0	0	0.1779	0
MS4A4A|51338	0.1967	0.321	3.4203	0.8448	1.4224	7.9773	0.8996	2.0127	2.9686	18.7512	1.2479	2.1811	0.2512
MS4A5|64232	0	0	0	0	0	0	0.0132	0	0	0	0	0.1962	0
MS4A6A|64231	2.0876	0.5972	4.5087	2.1877	1.7093	12.2859	2.0752	4.1437	3.3402	18.4174	2.8719	7.0146	0.8901
MS4A6E|245802	0	0	0.0314	0	0	0.158	0	0	0	0.1221	0	0.1182	0
MS4A7|58475	0.5052	0.2731	3.3288	2.3987	1.5279	8.9627	1.1321	3.0787	3.3432	12.7872	2.1093	2.676	0.3593
MS4A8B|83661	0.125	0	0	1.8806	2.5854	3.6411	3.2821	6.5976	1.212	0.0066	2.4108	9.2008	4.7059
MSC|9242	0.4207	0.3276	2.4479	0.9044	1.5255	2.0014	1.2228	2.1449	2.0976	6.5469	0.9746	1.4301	0.5504
MSGN1|343930	0.0342	0.0421	0	0	0	0	0	0	0	0	0	0.1572	0
MSH2|4436	2.4688	3.3197	3.3739	2.3331	6.8759	3.0341	4.931	4.4788	2.6337	2.8844	2.4117	5.9599	12.1374
MSH3|4437	3.3253	3.7183	3.7316	2.6718	4.7859	3.8407	3.3434	8.0755	3.7409	3.9845	3.1715	6.8711	5.4577
MSH4|4438	0.0061	0.015	0.2153	0.0314	0.0903	0.0478	0.0437	0.0934	0.047	0.0774	0.0435	0.3069	0.0371
MSH5|4439	0.9898	1.5006	0.3669	0.6615	2.5576	2.0672	1.5597	4.2712	1.1522	1.0025	0.7697	6.892	3.8264
MSH6|2956	4.3258	9.2156	10.8257	4.6104	11.4086	5.9259	7.3163	6.7032	8.6507	10.2818	5.0724	8.1243	12.005
MSI1|4440	0.1105	0.0911	0.3411	4.2278	2.1439	2.0574	3.3764	0.7086	1.8605	0.1949	4.1902	2.527	3.843
MSI2|124540	0.5595	0.9368	1.3696	1.0082	1.7877	1.2562	1.5059	1.331	1.7676	1.3894	1.087	2.9127	2.0452
MSL1|339287	9.0275	10.4773	6.57	5.8093	13.2343	10.65	8.6913	15.2266	8.0847	11.7168	6.3355	12.6785	18.1808
MSL2|55167	5.5379	7.8459	5.1178	4.4113	7.37	6.5599	5.7929	7.1396	6.4139	8.6199	5.3573	10.6458	13.7596
MSL3L2|151507	0	0	0	0	0	0	0	0	0	0	0	0	0
MSL3|10943	4.6215	3.5249	2.8391	1.8738	5.3154	3.8966	2.853	7.0182	2.7159	4.5258	2.4368	7.6987	4.8454
MSLNL|401827	0.006	0.1036	0	0.0804	0.031	0.2208	0.1768	0.335	0.0736	1e-04	0.0785	0.1681	0.694
MSLN|10232	9.5983	11.2852	0.0081	1.0037	1.2004	1.5291	3.9609	41.6593	0.8935	0.1137	1.8145	69.9781	738.4773
MSMB|4477	0.2521	1.0729	0	16.6293	131.2283	65.7305	32.3675	14.6213	5.6404	0	1.0158	4.511	1.1935
MSMP|692094	6.0098	8.1194	9.003	6.455	13.369	7.801	6.4315	14.2248	10.3012	11.705	5.8799	9.7636	15.9243
MSN|4478	36.4333	75.8209	163.6495	18.6395	43.6996	44.4812	26.9754	42.0645	88.8775	175.2674	22.8817	25.4873	17.4484
MSR1|4481	0.0824	0.1072	1.2287	0.26	0.392	2.0051	0.1882	0.4541	0.7769	3.8289	0.2425	1.3593	0.2083
MSRA|4482	3.7574	2.9596	4.411	4.7042	6.0949	5.3076	4.6334	3.4061	4.5186	4.3097	6.0119	2.6899	3.6789
MSRB2|22921	6.9335	4.0992	13.39	4.4387	5.1796	5.2487	4.9551	8.6774	16.8925	13.613	6.0316	10.9391	15.0605
MSRB3|253827	3.7944	9.3518	129.496	1.9464	5.4656	7.5274	3.8337	8.0528	78.2613	68.4226	2.1958	0.7695	0.8612
MST1P2|11209	0.3012	0.2626	0.0517	0.6166	1.5148	2.7501	1.551	0.7491	0.6544	0.1024	1.561	0.8183	0.5485
MST1P9|11223	0.0494	0.0384	0.1027	0.5477	3.2235	6.5271	2.8612	1.2982	2.0577	0.0801	4.5594	1.5993	2.1246
MST1R|4486	2.9625	15.9752	0.603	6.3876	32.886	17.4688	8.0167	45.8872	5.2779	0.7097	11.0348	40.4352	41.8035
MST1|4485	0.532	0.6608	0.158	0.9781	1.5852	1.416	1.5976	1.2967	0.6193	0.3469	1.1457	1.8612	1.5613
MST4|51765	6.1575	10.8019	7.0598	2.066	11.3356	5.2545	3.5534	9.4905	4.5718	3.5688	4.6956	17.08	10.9741
MSTN|2660	0.1768	0.0609	0.1347	0.1004	0.1553	0.1619	0.1234	0.1487	0.1876	0.1357	0.1054	0.119	0.0497
MSTO1|55154	1.1304	3.1087	0.7544	1.8315	2.5958	2.0791	2.1065	1.6574	1.5053	1.3602	1.284	2.9878	2.6023
MSTO2P|100129405	0.7283	1.3312	0.7692	1.0644	2.5203	2.1384	2.2599	2.2041	1.5711	1.7376	1.0595	2.6138	1.343
MSX1|4487	0.283	1.3082	2.6388	0.6237	0.5534	0.5097	0.9606	0.4916	1.0704	3.5964	0.7972	2.3286	3.1153
MSX2P1|55545	0.0184	0	0.0096	0	0	0	0.0237	0.0204	0	0.0272	0.0328	0.1035	0.0036
MSX2|4488	0.3744	0.0777	1.7244	0.4644	1.1503	0.707	0.9249	10.2854	0.4694	0.8207	0.7197	7.032	4.4422
MT1A|4489	75.4404	165.1843	240.1576	324.2245	126.5344	308.3012	235.2547	69.8983	166.6319	265.7053	257.656	106.8245	81.1354
MT1B|4490	1.0154	0	0.0267	0	0.1569	0.052	0	0	0	0	0.1494	0.2419	0
MT1DP|326343	0.0867	0.0655	0.394	0.8254	0.4333	0.4917	0.5066	0.6059	0.549	0.7976	0.8121	1.2443	1.1278
MT1E|4493	3.7739	17.1577	268.2329	395.0128	104.8376	402.2821	274.6101	125.3628	89.1515	50.1853	199.254	151.7008	165.5852
MT1F|4494	8.6492	0.6438	6.525	276.3188	28.1145	217.3371	135.0311	47.06	58.2268	3.2493	198.4237	108.2952	114.2828
MT1G|4495	149.6437	6.3379	178.0293	2135.8341	132.0467	1822.1621	843.1568	181.2745	448.126	14.8387	1934.6573	440.3192	467.2361
MT1H|4496	7.5997	0.105	0.2248	67.837	9.9351	66.9042	32.3777	10.4451	15.3461	0.0148	78.2814	62.7373	38.4399
MT1IP|644314	0.0097	0	0.0051	0.003	0	0.0072	0	0	0.0068	6e-04	0.0013	0.099	0.0076
MT1L|4500	1.5123	0.6294	7.5535	13.4814	2.0328	22.5559	14.4238	2.6651	7.4703	5.0672	8.4769	5.2527	11.6206
MT1M|4499	5.1587	16.3392	59.6616	102.4758	39.7702	99.0811	57.4685	30.0827	37.4301	88.5425	82.7676	44.0415	18.465
MT1X|4501	145.9107	123.7487	309.1863	310.5772	60.4221	301.6808	139.9471	41.9823	188.1576	222.2673	284.1945	57.973	87.4844
MT2A|4502	210.0036	445.1317	728.4534	929.132	273.7046	882.0902	687.3559	200.1852	434.1527	674.7349	773.0165	315.577	221.8496
MT3|4504	0.0552	0	0.6808	0.1407	0.4168	0.3812	0.1936	0.0287	0.3957	0.2273	0.4885	0.0988	0.0045
MT4|84560	0.5983	11.6449	0	0	0	0	0	0	0	0	0	0.2476	0.3743
MTA1|9112	15.0935	21.7623	21.0269	12.9942	19.9307	14.591	16.3182	19.2352	18.0769	19.5781	12.1115	20.7816	26.6159
MTA2|9219	40.2262	44.2334	15.2162	8.8003	23.9796	14.1426	13.3279	22.6373	13.3189	17.4043	13.032	25.9961	28.0925
MTA3|57504	5.3107	5.4848	4.7509	3.8192	5.4703	4.4859	4.2384	5.3822	5.2535	4.5766	4.0925	5.8088	7.8338
MTAP|4507	2.0724	5.5481	3.3112	1.3199	3.3954	1.9456	1.4129	3.2486	2.0037	2.4159	1.6504	1.9896	2.3425
MTBP|27085	0.3192	0.668	0.2939	0.2764	0.9478	0.3552	0.6777	0.7363	0.3441	0.5083	0.4113	1.0385	1.0096
MTCH1|23787	35.6278	45.1745	46.5933	37.2307	56.1686	43.4405	39.2543	58.4852	53.0276	47.3453	41.6897	49.1996	57.7622
MTCH2|23788	22.3356	30.4992	13.2759	7.0326	15.8357	10.6294	8.7553	15.3981	8.7245	11.1027	11.5953	33.6956	31.7422
MTCP1NB|100272147	5.3935	8.4373	8.4407	7.6252	7.7201	6.4172	7.8926	3.8729	7.2058	6.7579	10.5457	5.7282	5.6143
MTCP1|4515	1.3365	2.1715	2.4194	1.8369	2.2997	2.2351	2.3367	1.4889	2.1204	2.0569	2.2393	1.5451	1.6697
MTDH|92140	13.9097	26.9882	20.3571	18.0664	25.8147	21.2805	16.2777	27.4889	19.9567	23.3085	16.4933	31.0792	46.088
MTERFD1|51001	3.1935	4.6877	3.4957	2.8322	7.5182	4.3844	3.7763	4.6581	4.8125	5.3847	4.8062	6.48	6.3947
MTERFD2|130916	4.9783	3.0694	1.9745	2.3041	3.7276	3.1884	3.8051	3.9793	3.3042	3.6146	2.8391	4.7032	4.9754
MTERFD3|80298	0.9785	0.697	3.3745	2.7476	5.0641	4.1024	3.6237	3.9812	3.8191	4.2782	3.625	3.5329	1.8414
MTERF|7978	1.1136	2.4227	1.2436	2.1501	4.4201	2.5315	2.6429	3.5761	1.8999	1.8551	2.9976	2.9284	2.1736
MTF1|4520	8.4103	7.4423	2.7989	2.0212	4.2401	2.9675	2.5983	5.4414	3.5523	4.3332	1.9978	5.7205	5.7936
MTF2|22823	1.8971	2.8515	1.7692	2.2449	4.8295	3.8914	3.8556	4.4985	3.1681	3.5141	2.712	7.8937	2.9391
MTFMT|123263	1.457	3.3749	2.3718	1.0585	2.5722	1.7127	1.8685	2.0396	1.6834	2.5768	1.6116	3.3913	3.3844
MTFR1|9650	4.559	7.1665	5.6005	8.751	12.774	11.098	11.4148	8.3178	6.7715	4.368	10.1582	8.9506	12.067
MTG1|92170	9.1113	13.8811	2.7482	8.9851	13.944	10.6275	10.6687	11.0315	5.9354	4.1707	9.1209	11.7206	17.1265
MTHFD1L|25902	0.5143	7.334	0.8124	1.3652	2.6038	1.529	0.8229	1.765	1.3729	2.6592	0.8785	4.7908	3.8468
MTHFD1|4522	10.2712	14.2776	12.6416	9.7526	19.495	10.4059	9.1384	12.2486	10.3948	12.5943	8.7319	14.1082	38.8544
MTHFD2L|441024	0.6686	1.2871	1.3174	1.1775	1.8298	1.4316	1.5138	1.0811	1.3785	0.9407	1.1174	1.3351	1.1901
MTHFD2|10797	6.3509	21.3389	6.5612	27.3352	24.7831	23.2032	13.9654	18.0014	16.1592	24.764	16.2562	18.8796	26.5808
MTHFR|4524	3.4646	6.2654	6.3781	4.7678	10.7142	8.9081	5.7653	11.7198	9.1908	12.8593	4.0013	11.4891	14.0013
MTHFSD|64779	2.4956	3.5498	2.3661	1.0828	3.9602	3.4818	2.8645	4.7845	2.6971	3.0213	2.733	3.3359	4.6038
MTHFS|10588	0.6456	1.7711	0.8674	1.9981	2.3964	2.1754	1.9951	2.542	1.6044	0.776	2.7106	3.8179	2.9139
MTIF2|4528	4.7667	9.0609	5.0487	9.392	12.6198	9.6279	9.5	10.0311	5.724	4.5142	8.797	14.5181	13.3718
MTIF3|219402	10.4301	10.5502	8.4352	13.772	18.8335	16.078	15.5477	18.4534	11.2114	8.032	16.888	14.5733	14.3974
MTL5|9633	0.2706	0.0307	0.0233	0.2965	0.3548	0.2753	0.5154	0.4246	0.0784	0.0711	0.1515	1.3466	2.0744
MTM1|4534	3.334	4.8604	3.6411	2.0774	5.7138	5.0573	4.2725	7.4809	3.8713	4.4111	4.0957	7.8462	7.46
MTMR10|54893	12.092	5.5905	7.5642	4.9255	10.3707	8.7143	6.6027	15.7406	8.3009	8.7395	6.2566	8.9145	13.9555
MTMR11|10903	1.7555	4.1768	5.1409	0.6206	2.1144	3.4944	1.4323	7.2569	4.6387	7.7932	1.6306	52.8119	6.6143
MTMR12|54545	8.9669	10.7932	14.4547	15.6227	20.9754	22.9425	17.6897	21.9746	18.7811	15.9604	13.1735	7.0014	9.4812
MTMR14|64419	11.0703	12.1659	4.0165	6.5538	12.679	10.9004	8.4431	18.5606	6.0671	6.9561	9.6587	18.3322	15.9579
MTMR15|22909	0	0	0	0	0	0	0	0	0	0	0	0	0
MTMR1|8776	10.4934	10.5414	4.0334	3.2327	8.1899	5.6561	5.5934	7.498	5.3614	5.2568	3.9761	9.0782	8.2538
MTMR2|8898	5.644	7.2027	13.0967	6.4758	13.0997	10.8492	7.112	11.4015	10.0013	11.8227	8.17	9.732	7.4036
MTMR3|8897	12.4206	6.193	5.84	5.5417	9.8777	8.8067	8.678	12.2124	9.0126	7.8167	7.4652	7.2756	13.7949
MTMR4|9110	5.0728	10.4286	3.8833	5.0899	10.376	7.3802	7.8494	9.077	5.8386	6.4876	5.3781	12.4878	5.7067
MTMR6|9107	3.162	5.8527	10.1571	7.181	10.0689	8.8758	8.345	8.9333	8.6596	9.7302	7.1593	4.0312	8.1049
MTMR7|9108	0.4452	0.8603	2.4025	0.8366	1.75	1.3775	1.4021	1.3932	1.7927	2.0484	1.2921	1.2735	0.9287
MTMR8|55613	0.4494	0.5967	0.2542	0.1405	0.7558	0.7109	0.3286	1.1898	0.4269	0.3028	0.2749	0.9432	0.6144
MTMR9L|339483	0	0	0	0	0	0	0	0	0	0	0	0	0
MTMR9|66036	1.9273	2.8452	5.0908	1.5402	3.8577	2.563	2.5071	3.2246	4.3575	5.295	2.1845	2.504	2.263
MTNR1A|4543	0.0361	0	0.0405	0	0	0	0.0741	0.4506	0	0	0	0.5964	0.0476
MTNR1B|4544	0	0	0	0	0	0	0	0	0	0.0017	0	0.0489	0
MTO1|25821	4.8866	6.5586	5.5659	4.5582	6.6444	5.8324	5.2061	6.215	5.3752	5.899	4.9971	9.2799	8.1323
MTOR|2475	8.6553	8.7703	10.4408	5.5686	12.539	9.1828	8.2802	11.4208	11.2614	10.0137	5.6704	13.2204	19.3413
MTP18|51537	0	0	0	0	0	0	0	0	0	0	0	0	0
MTPAP|55149	1.0815	2.0926	1.621	1.2655	2.6394	1.9745	1.4204	1.9932	1.99	1.9593	1.3236	3.7568	3.6669
MTRF1L|54516	1.406	3.0785	4.2274	1.7646	3.4422	1.8454	1.5892	2.8877	2.3255	2.5794	1.7678	4.0172	2.5995
MTRF1|9617	1.1286	1.4705	0.8187	1.939	4.7725	3.3204	3.0808	4.1484	1.9973	1.0895	3.1481	3.0642	2.5939
MTRR|4552	3.6754	7.9619	8.6272	5.6645	9.7006	6.6251	5.6975	8.7936	8.3347	9.4881	4.7809	10.3325	6.2101
MTR|4548	1.3631	3.3694	11.3505	4.4667	7.8727	7.0278	7.3422	4.7166	9.4148	13.1557	5.378	3.4656	6.7722
MTSS1L|92154	25.1312	22.8058	47.3407	2.177	3.3365	4.5639	8.4767	7.4516	20.8724	32.2865	2.2886	2.8561	7.8956
MTSS1|9788	18.9474	33.9263	11.6047	5.72	9.1789	10.4014	9.6831	10.9423	7.8755	6.3924	8.4125	1.7798	10.3847
MTTP|4547	0	0.0155	0.254	0.0162	0.0571	0.0461	0.0763	0.0379	0.2383	0.0321	0.0386	5.2062	0.0082
MTUS1|57509	9.1143	12.0664	9.8454	20.496	46.8926	32.381	20.7059	34.6204	29.9631	22.8169	21.3772	22.9618	33.6293
MTUS2|23281	0.0326	0.0375	1.793	0.0194	0.1146	0.0243	0.034	0.0609	0.1835	0.6162	0.0272	0.051	0.0299
MTVR2|246754	0	0.0906	0	0.1027	0.1837	0.1378	0.0504	0.3598	0.1183	0.0391	9e-04	0.5083	0.1247
MTX1|4580	5.032	8.044	3.4933	3.9712	5.0831	4.5005	3.6959	5.7849	3.1612	3.3727	4.5797	10.158	6.6624
MTX2|10651	10.8038	14.7376	7.1444	9.4093	14.6727	9.5882	11.9451	11.749	7.0435	5.3931	13.4336	13.9702	12.3538
MTX3|345778	1.3364	2.6481	3.5186	2.7019	3.9065	4.0757	4.2212	2.7535	3.8673	4.1344	2.6317	2.0534	1.665
MUC12|10071	0.002	0.0113	0.0295	0.0434	0.0913	0.0661	0.0352	0.227	0.0476	0.0445	0.0781	0.7473	3.2033
MUC13|56667	0.1003	0.3787	0.16	2.2979	18.4112	11.1894	3.9404	70.6477	2.3674	0.1001	11.3546	337.1487	367.6252
MUC15|143662	12.2087	9.5913	1.6277	1.826	1.1138	0.1049	0.4318	1.0398	0.3665	0.0035	1.0786	0.0144	0
MUC16|94025	0.1016	0.0221	0	0.0021	0	0.0041	0.0016	0.1303	5e-04	0	0.0019	0.1203	0.0205
MUC17|140453	0.0174	0.0299	0.0054	0.0054	0.0168	0.0262	0.0663	6.9679	0.115	0.0148	0.0033	64.1898	114.3542
MUC1|4582	32.034	73.1174	1.8993	138.5714	582.6394	415.3314	156.7272	657.8545	133.9923	19.0887	268.8558	391.1559	408.765
MUC20|200958	13.3634	5.2389	0.2627	1.2207	2.0395	2.5082	0.7868	6.2346	1.8585	0.7114	1.4375	10.3238	29.7264
MUC21|394263	2093.6673	145.8853	0.3428	0.1044	1.2771	0.246	10.7555	16.1721	0.0747	0	0.4869	0.7646	0.0041
MUC2|4583	0.0046	0.0937	0.021	0.0074	0.0367	0	0.0119	0.0177	0.0147	0	0	21.926	153.7068
MUC4|4585	0.9903	14.6101	0.0386	0.0573	0.6754	0.329	0.1844	13.3571	0.037	0.0493	0.0507	16.2204	29.4722
MUC5B|727897	0.3156	0.2852	0.0095	1.0593	28.3041	4.659	0.8778	90.2682	1.2923	0.0046	3.506	6.8484	71.2282
MUC6|4588	0	0.0153	0.0308	476.0497	346.6901	383.0823	304.4904	1248.528	345.7723	0.1746	228.071	163.5446	1512.8627
MUC7|4589	0	0.0088	0	0	0	0.0214	0	0	0	0	0	0.6899	0.0112
MUCL1|118430	0.0204	1.0101	0	0	0	0	0.7935	0.0618	0	0	0	0	0
MUDENG|55745	0	0	0	0	0	0	0	0	0	0	0	0	0
MUL1|79594	10.6208	13.4383	15.5789	9.0063	13.4355	10.5725	9.5681	16.6252	10.5092	13.3555	8.8289	11.705	16.2209
MUM1L1|139221	0.0046	0.0284	0.1104	0.8547	1.3491	0.9973	1.4454	0.1579	2.8317	0.026	1.4835	0.0235	0
MUM1|84939	2.9214	4.8372	6.4255	2.6667	6.8453	3.8594	4.128	5.5717	4.541	5.0403	2.6372	6.5793	4.5508
MURC|347273	0.038	0.0327	0.171	0.2261	0.2115	0.2033	0.1889	0.149	0.1232	0.1448	0.1363	0.2039	0.1128
MUS81|80198	4.6793	6.7093	7.3141	5.1702	9.1482	7.4868	5.8392	9.6889	7.7134	8.8687	5.8171	10.7714	9.878
MUSK|4593	0.0956	0.1015	0.1203	0.246	0.5971	2.1281	0.6429	1.2551	0.8284	3.7003	0.2875	0.265	0.0578
MUSTN1|389125	0	0	0	0	0	0	0	0	0	0	0	0	0
MUTED|63915	0	0	0	0	0	0	0	0	0	0	0	0	0
MUTYH|4595	2.4732	2.5418	1.6356	2.5789	5.2156	3.5946	3.4426	6.8289	3.1511	2.4519	2.0841	9.0128	5.4678
MUT|4594	7.859	8.2347	11.2897	10.9115	18.4997	12.9464	12.993	14.5553	13.1459	10.1307	16.8029	11.458	13.1964
MVD|4597	9.9303	18.6214	3.0237	4.6863	8.7929	5.2179	4.7857	17.4189	3.2842	2.7041	5.018	5.5178	30.2589
MVK|4598	20.1221	27.8294	2.9227	2.8368	5.1688	3.9833	4.5695	8.1094	2.8987	2.6257	4.9352	6.5809	9.1964
MVP|9961	26.664	57.678	25.7241	18.6814	77.011	43.9501	20.4142	115.4723	27.0854	53.0642	34.7629	133.0084	130.6529
MX1|4599	14.2503	29.5687	11.7995	9.1244	9.5133	12.8952	9.6597	18.1248	12.4087	14.4911	10.2048	23.715	9.1629
MX2|4600	1.8304	5.4873	1.931	1.7525	3.642	6.0786	2.2346	4.6017	2.4412	1.9474	4.0322	4.2907	1.7984
MXD1|4084	116.8809	27.4641	7.2462	3.3217	14.5323	9.8088	5.2463	46.3824	4.8128	7.3934	7.5647	22.4658	5.814
MXD3|83463	16.6673	28.4921	6.4125	12.903	15.6554	11.5775	10.0936	11.9364	8.445	7.3836	11.5473	20.511	9.0904
MXD4|10608	9.7654	10.2883	16.3217	14.3913	20.0386	18.4103	25.7457	18.2045	15.8104	21.7086	17.404	32.1393	36.6025
MXI1|4601	18.9797	15.6615	39.7111	11.6279	12.3328	8.6094	14.9036	8.0263	17.9162	20.4366	12.7703	6.0151	13.564
MXRA5|25878	4.0368	0.622	6.001	5.3433	17.8833	16.8987	9.8301	15.4515	6.162	32.9145	4.3755	61.7184	11.1829
MXRA7|439921	6.4659	26.9698	87.4566	5.9735	6.5699	10.25	8.6608	10.0334	45.67	72.0333	5.1912	1.6944	0.9881
MXRA8|54587	9.4843	6.6887	28.6774	5.9938	7.8475	13.5712	8.2208	14.8265	17.307	39.2422	7.058	3.5525	2.5625
MYADML2|255275	0.0244	0.02	0.0232	0.0573	0.0229	0.0129	0.0997	0.0553	0.0475	0.0192	0.0405	0.2614	0.1274
MYADML|151325	0	0.0057	0	0	0	0.0183	0.0095	0	0.0147	0	0	1.8094	0
MYADM|91663	14.4206	15.7204	328.0176	33.0668	70.258	53.3741	24.9959	117.6283	142.143	142.7913	25.8452	23.7994	3.9168
MYBBP1A|10514	10.8107	21.6735	5.7816	6.094	10.8773	8.5553	7.574	9.9975	6.8998	9.9613	5.7178	11.8222	7.7876
MYBL1|4603	0.3051	0.0822	0.5344	0.341	0.6623	0.5556	0.3589	0.5348	0.5178	0.7061	0.2282	0.5143	0.4263
MYBL2|4605	4.8919	4.2589	0.0475	0.7865	23.5505	1.5223	4.4048	5.9862	0.5775	0.6918	0.8131	34.2451	21.89
MYBPC1|4604	0.0846	0.0158	0.0034	0.1732	0.1154	1.3412	0.5318	8.4603	0.1019	0.0052	0.3406	0.3596	0.0034
MYBPC2|4606	0.1079	0.0033	0.0205	0.0789	0.0084	0	0.0448	0.096	0.0117	0.0524	0.0039	0.5946	0.0279
MYBPC3|4607	0	0.0505	0.0041	0.7084	1.7405	1.7131	1.4947	0.2416	0.8024	0.0303	1.2376	0.4016	0.0515
MYBPHL|343263	0	0.009	0.3164	0	0.0101	0.0139	0	0.0491	0.1162	0.07	0.0158	0.6956	0.0112
MYBPH|4608	0.011	0.0136	0	0	0	0	0.9974	0.0138	0	0.0033	0	0	0
MYB|4602	1.3578	0.216	0.0267	0.1909	0.9898	0.3994	0.9718	0.8575	0.0937	0.0949	0.1138	13.0655	13.3888
MYCBP2|23077	10.8799	9.5024	6.3106	3.9969	5.9511	6.3943	4.6444	8.1275	7.3261	8.7994	3.9028	6.5962	7.6939
MYCBPAP|84073	0	0.038	0.0449	0.0636	0.0663	0.0881	0.2492	0.0842	0.0791	0.1198	0.0577	0.3982	0.0203
MYCBP|26292	9.4917	9.4532	6.0519	6.4615	15.106	7.9528	8.6395	11.3273	6.4201	5.8555	9.1684	15.3286	11.6048
MYCL1|4610	9.404	1.8785	0.1077	8.578	1.559	4.4444	10.3341	1.0569	3.2295	0.0623	2.7412	2.355	7.547
MYCNOS|10408	0	0	0.0032	0.1362	0.1051	0.2485	0.3116	0.1002	0.0924	0.0272	0.0369	0.0771	0.0202
MYCN|4613	0.1727	0.3123	0.098	0.597	2.7636	1.0429	3.8038	1.849	0.3864	0.3717	0.6138	0.6529	1.168
MYCT1|80177	0.5467	0.5433	3.0475	1.2383	1.9195	3.3897	1.963	2.7605	2.8433	7.7939	1.8977	0.7182	0.5834
MYC|4609	39.2625	141.1492	120.7767	14.108	36.7892	13.3115	9.6333	28.6679	69.37	54.8151	9.6646	47.6977	51.9354
MYD88|4615	31.612	34.7965	7.7748	6.1568	20.4062	14.7747	8.3148	42.4119	7.8673	15.6311	9.0984	35.5895	25.7051
MYEF2|50804	0.1879	0.2924	4.6344	1.2048	2.6987	2.0481	2.9127	1.3907	5.7139	5.7311	1.4255	0.1871	0.0497
MYEOV2|150678	29.8554	26.6615	15.7062	18.9848	22.3309	16.5642	18.4672	15.3172	20.2555	15.063	25.8783	29.9609	12.5641
MYEOV|26579	17.5356	2.6185	0.0234	0.4633	6.8984	0.8804	0.9343	14.4296	0.2319	0.0187	2.8265	8.7572	1.6634
MYF5|4617	0	0	0	0	0	0	0	0	0	0	0	0	0
MYF6|4618	0	0	0	0.0096	0	0	0	0	0.0158	0	0	0	0
MYH10|4628	4.6792	6.476	11.4846	2.4671	6.092	6.7302	5.6344	4.4464	10.9811	21.2859	2.9537	0.7196	0.5284
MYH11|4629	153.0902	265.6187	5529.2519	13.2244	44.2053	68.4241	51.029	110.1416	2140.3746	1974.1048	18.0182	6.8955	5.0539
